index,x,y,z,coverage_db
178,-73500.0,55500.0,150.0,-94.2
179,-72500.0,55500.0,150.0,-94.5
180,-71500.0,55500.0,150.0,-98.9
181,-70500.0,55500.0,150.0,-97.4
182,-69500.0,55500.0,150.0,-95.5
183,-68500.0,55500.0,150.0,-99.9
184,-67500.0,55500.0,150.0,-96.0
185,-65500.0,55500.0,150.0,-100.6
186,-64500.0,55500.0,150.0,-96.9
187,-63500.0,55500.0,150.0,-99.5
188,-52500.0,55500.0,150.0,-102.5
189,-73500.0,54500.0,150.0,-103.9
190,-71500.0,54500.0,150.0,-97.0
191,-70500.0,54500.0,150.0,-99.2
192,-69500.0,54500.0,150.0,-95.3
193,-68500.0,54500.0,150.0,-97.7
194,-67500.0,54500.0,150.0,-97.9
195,-66500.0,54500.0,150.0,-96.2
196,-65500.0,54500.0,150.0,-96.5
197,-64500.0,54500.0,150.0,-99.1
198,-63500.0,54500.0,150.0,-101.3
199,-62500.0,54500.0,150.0,-101.6
200,-56500.0,54500.0,150.0,-113.2
201,-53500.0,54500.0,150.0,-100.5
202,-49500.0,54500.0,150.0,-100.3
203,-73500.0,53500.0,150.0,-94.1
204,-72500.0,53500.0,150.0,-98.5
205,-71500.0,53500.0,150.0,-94.3
206,-70500.0,53500.0,150.0,-96.9
207,-69500.0,53500.0,150.0,-99.1
208,-68500.0,53500.0,150.0,-99.4
209,-67500.0,53500.0,150.0,-95.8
210,-66500.0,53500.0,150.0,-95.5
211,-65500.0,53500.0,150.0,-98.6
212,-64500.0,53500.0,150.0,-100.8
213,-63500.0,53500.0,150.0,-97.2
214,-62500.0,53500.0,150.0,-97.5
215,-52500.0,53500.0,150.0,-98.6
216,-50500.0,53500.0,150.0,-108.1
217,-49500.0,53500.0,150.0,-103.5
218,-43500.0,53500.0,150.0,-127.4
219,-71500.0,52500.0,150.0,-97.7
220,-70500.0,52500.0,150.0,-98.7
221,-69500.0,52500.0,150.0,-95.0
222,-68500.0,52500.0,150.0,-95.4
223,-67500.0,52500.0,150.0,-95.7
224,-65500.0,52500.0,150.0,-100.4
225,-64500.0,52500.0,150.0,-96.8
226,-63500.0,52500.0,150.0,-97.1
227,-62500.0,52500.0,150.0,-101.4
228,-61500.0,52500.0,150.0,-97.6
229,-49500.0,52500.0,150.0,-98.8
230,-41500.0,52500.0,150.0,-127.4
231,-28500.0,52500.0,150.0,-103.3
232,-71500.0,51500.0,150.0,-94.3
233,-70500.0,51500.0,150.0,-94.7
234,-69500.0,51500.0,150.0,-95.0
235,-67500.0,51500.0,150.0,-94.5
236,-66500.0,51500.0,150.0,-96.0
237,-65500.0,51500.0,150.0,-100.3
238,-64500.0,51500.0,150.0,-95.8
239,-63500.0,51500.0,150.0,-96.8
240,-62500.0,51500.0,150.0,-97.1
241,-61500.0,51500.0,150.0,-101.7
242,-52500.0,51500.0,150.0,-100.5
243,-51500.0,51500.0,150.0,-102.8
244,-49500.0,51500.0,150.0,-103.5
245,-47500.0,51500.0,150.0,-103.6
246,-29500.0,51500.0,150.0,-102.5
247,-28500.0,51500.0,150.0,-98.2
248,-69500.0,50500.0,150.0,-95.7
249,-68500.0,50500.0,150.0,-99.3
250,-67500.0,50500.0,150.0,-99.6
251,-66500.0,50500.0,150.0,-95.7
252,-65500.0,50500.0,150.0,-96.1
253,-64500.0,50500.0,150.0,-95.5
254,-63500.0,50500.0,150.0,-96.7
255,-62500.0,50500.0,150.0,-101.2
256,-61500.0,50500.0,150.0,-96.8
257,-60500.0,50500.0,150.0,-99.9
258,-51500.0,50500.0,150.0,-98.7
259,-50500.0,50500.0,150.0,-99.0
260,-49500.0,50500.0,150.0,-100.9
261,-48500.0,50500.0,150.0,-103.8
262,-28500.0,50500.0,150.0,-99.8
263,-70500.0,49500.0,150.0,-98.6
264,-69500.0,49500.0,150.0,-98.9
265,-68500.0,49500.0,150.0,-95.0
266,-67500.0,49500.0,150.0,-94.5
267,-66500.0,49500.0,150.0,-92.9
268,-65500.0,49500.0,150.0,-96.0
269,-64500.0,49500.0,150.0,-96.3
270,-63500.0,49500.0,150.0,-100.8
271,-62500.0,49500.0,150.0,-97.0
272,-61500.0,49500.0,150.0,-98.0
273,-60500.0,49500.0,150.0,-97.7
274,-51500.0,49500.0,150.0,-101.1
275,-50500.0,49500.0,150.0,-98.7
276,-48500.0,49500.0,150.0,-100.4
277,-47500.0,49500.0,150.0,-109.9
278,-39500.0,49500.0,150.0,-127.7
279,-29500.0,49500.0,150.0,-98.4
280,-27500.0,49500.0,150.0,-104.3
281,-24500.0,49500.0,150.0,-112.5
282,-69500.0,48500.0,150.0,-96.7
283,-68500.0,48500.0,150.0,-94.8
284,-67500.0,48500.0,150.0,-94.8
285,-66500.0,48500.0,150.0,-94.1
286,-65500.0,48500.0,150.0,-100.1
287,-64500.0,48500.0,150.0,-100.4
288,-63500.0,48500.0,150.0,-96.6
289,-62500.0,48500.0,150.0,-96.9
290,-61500.0,48500.0,150.0,-97.3
291,-60500.0,48500.0,150.0,-97.6
292,-59500.0,48500.0,150.0,-102.1
293,-51500.0,48500.0,150.0,-102.9
294,-50500.0,48500.0,150.0,-101.3
295,-49500.0,48500.0,150.0,-110.1
296,-48500.0,48500.0,150.0,-100.8
297,-45500.0,48500.0,150.0,-109.8
298,-42500.0,48500.0,150.0,-116.3
299,-30500.0,48500.0,150.0,-98.5
300,-27500.0,48500.0,150.0,-106.5
301,-68500.0,47500.0,150.0,-98.7
302,-67500.0,47500.0,150.0,-94.9
303,-66500.0,47500.0,150.0,-94.7
304,-65500.0,47500.0,150.0,-95.4
305,-64500.0,47500.0,150.0,-94.7
306,-63500.0,47500.0,150.0,-96.5
307,-62500.0,47500.0,150.0,-96.8
308,-61500.0,47500.0,150.0,-96.5
309,-60500.0,47500.0,150.0,-101.7
310,-59500.0,47500.0,150.0,-97.9
311,-50500.0,47500.0,150.0,-99.0
312,-48500.0,47500.0,150.0,-105.8
313,-31500.0,47500.0,150.0,-102.9
314,-30500.0,47500.0,150.0,-102.6
315,-27500.0,47500.0,150.0,-108.4
316,-67500.0,46500.0,150.0,-94.8
317,-66500.0,46500.0,150.0,-99.3
318,-65500.0,46500.0,150.0,-95.5
319,-64500.0,46500.0,150.0,-95.2
320,-63500.0,46500.0,150.0,-94.8
321,-62500.0,46500.0,150.0,-96.5
322,-61500.0,46500.0,150.0,-95.5
323,-60500.0,46500.0,150.0,-96.4
324,-59500.0,46500.0,150.0,-97.8
325,-58500.0,46500.0,150.0,-98.1
326,-50500.0,46500.0,150.0,-103.0
327,-49500.0,46500.0,150.0,-96.6
328,-48500.0,46500.0,150.0,-103.9
329,-47500.0,46500.0,150.0,-102.0
330,-36500.0,46500.0,150.0,-127.9
331,-31500.0,46500.0,150.0,-98.7
332,-66500.0,45500.0,150.0,-95.1
333,-65500.0,45500.0,150.0,-95.4
334,-64500.0,45500.0,150.0,-95.7
335,-63500.0,45500.0,150.0,-95.5
336,-62500.0,45500.0,150.0,-95.0
337,-61500.0,45500.0,150.0,-94.8
338,-60500.0,45500.0,150.0,-95.9
339,-59500.0,45500.0,150.0,-97.7
340,-58500.0,45500.0,150.0,-98.0
341,-55500.0,45500.0,150.0,-110.0
342,-50500.0,45500.0,150.0,-98.0
343,-49500.0,45500.0,150.0,-98.8
344,-48500.0,45500.0,150.0,-97.5
345,-47500.0,45500.0,150.0,-104.1
346,-45500.0,45500.0,150.0,-106.4
347,-32500.0,45500.0,150.0,-98.9
348,-31500.0,45500.0,150.0,-98.7
349,-26500.0,45500.0,150.0,-104.1
350,-66500.0,44500.0,150.0,-95.0
351,-65500.0,44500.0,150.0,-95.3
352,-64500.0,44500.0,150.0,-95.6
353,-63500.0,44500.0,150.0,-95.6
354,-62500.0,44500.0,150.0,-96.2
355,-61500.0,44500.0,150.0,-97.8
356,-60500.0,44500.0,150.0,-97.1
357,-59500.0,44500.0,150.0,-94.5
358,-58500.0,44500.0,150.0,-97.2
359,-57500.0,44500.0,150.0,-97.6
360,-50500.0,44500.0,150.0,-109.8
361,-49500.0,44500.0,150.0,-96.8
362,-48500.0,44500.0,150.0,-100.8
363,-47500.0,44500.0,150.0,-95.1
364,-44500.0,44500.0,150.0,-106.8
365,-35500.0,44500.0,150.0,-128.1
366,-32500.0,44500.0,150.0,-98.9
367,-25500.0,44500.0,150.0,-112.7
368,-65500.0,43500.0,150.0,-95.2
369,-64500.0,43500.0,150.0,-95.5
370,-63500.0,43500.0,150.0,-95.8
371,-62500.0,43500.0,150.0,-95.3
372,-61500.0,43500.0,150.0,-95.2
373,-60500.0,43500.0,150.0,-97.0
374,-59500.0,43500.0,150.0,-97.3
375,-58500.0,43500.0,150.0,-94.7
376,-57500.0,43500.0,150.0,-95.7
377,-51500.0,43500.0,150.0,-107.9
378,-50500.0,43500.0,150.0,-110.0
379,-49500.0,43500.0,150.0,-98.0
380,-48500.0,43500.0,150.0,-98.7
381,-47500.0,43500.0,150.0,-103.9
382,-46500.0,43500.0,150.0,-100.2
383,-33500.0,43500.0,150.0,-99.1
384,-32500.0,43500.0,150.0,-100.9
385,-65500.0,42500.0,150.0,-99.3
386,-64500.0,42500.0,150.0,-95.3
387,-63500.0,42500.0,150.0,-93.6
388,-62500.0,42500.0,150.0,-100.2
389,-61500.0,42500.0,150.0,-96.1
390,-60500.0,42500.0,150.0,-94.7
391,-59500.0,42500.0,150.0,-97.2
392,-58500.0,42500.0,150.0,-95.5
393,-57500.0,42500.0,150.0,-94.5
394,-56500.0,42500.0,150.0,-98.6
395,-50500.0,42500.0,150.0,-102.4
396,-49500.0,42500.0,150.0,-101.4
397,-48500.0,42500.0,150.0,-103.7
398,-47500.0,42500.0,150.0,-96.1
399,-34500.0,42500.0,150.0,-103.4
400,-33500.0,42500.0,150.0,-99.0
401,-32500.0,42500.0,150.0,-128.3
402,-79500.0,41500.0,150.0,-97.2
403,-64500.0,41500.0,150.0,-99.5
404,-63500.0,41500.0,150.0,-95.5
405,-62500.0,41500.0,150.0,-93.8
406,-61500.0,41500.0,150.0,-96.3
407,-60500.0,41500.0,150.0,-94.9
408,-59500.0,41500.0,150.0,-96.7
409,-58500.0,41500.0,150.0,-97.4
410,-57500.0,41500.0,150.0,-94.9
411,-56500.0,41500.0,150.0,-96.3
412,-55500.0,41500.0,150.0,-101.3
413,-48500.0,41500.0,150.0,-95.2
414,-47500.0,41500.0,150.0,-98.6
415,-46500.0,41500.0,150.0,-100.2
416,-34500.0,41500.0,150.0,-103.4
417,-26500.0,41500.0,150.0,-107.8
418,-63500.0,40500.0,150.0,-95.4
419,-62500.0,40500.0,150.0,-95.7
420,-61500.0,40500.0,150.0,-93.4
421,-60500.0,40500.0,150.0,-98.7
422,-59500.0,40500.0,150.0,-97.0
423,-58500.0,40500.0,150.0,-96.3
424,-57500.0,40500.0,150.0,-94.8
425,-56500.0,40500.0,150.0,-98.3
426,-55500.0,40500.0,150.0,-95.8
427,-51500.0,40500.0,150.0,-105.6
428,-48500.0,40500.0,150.0,-103.6
429,-47500.0,40500.0,150.0,-99.8
430,-46500.0,40500.0,150.0,-95.7
431,-43500.0,40500.0,150.0,-109.4
432,-40500.0,40500.0,150.0,-108.8
433,-37500.0,40500.0,150.0,-107.3
434,-34500.0,40500.0,150.0,-97.8
435,-31500.0,40500.0,150.0,-128.5
436,-30500.0,40500.0,150.0,-128.5
437,-79500.0,39500.0,150.0,-92.5
438,-63500.0,39500.0,150.0,-99.6
439,-62500.0,39500.0,150.0,-94.2
440,-61500.0,39500.0,150.0,-97.9
441,-60500.0,39500.0,150.0,-93.6
442,-59500.0,39500.0,150.0,-96.9
443,-58500.0,39500.0,150.0,-95.6
444,-57500.0,39500.0,150.0,-93.8
445,-56500.0,39500.0,150.0,-95.0
446,-55500.0,39500.0,150.0,-95.7
447,-54500.0,39500.0,150.0,-98.8
448,-53500.0,39500.0,150.0,-101.8
449,-52500.0,39500.0,150.0,-109.4
450,-51500.0,39500.0,150.0,-105.5
451,-48500.0,39500.0,150.0,-96.6
452,-47500.0,39500.0,150.0,-100.4
453,-46500.0,39500.0,150.0,-99.4
454,-45500.0,39500.0,150.0,-100.5
455,-42500.0,39500.0,150.0,-116.5
456,-35500.0,39500.0,150.0,-101.5
457,-34500.0,39500.0,150.0,-99.2
458,-79500.0,38500.0,150.0,-90.3
459,-78500.0,38500.0,150.0,-94.6
460,-61500.0,38500.0,150.0,-97.8
461,-60500.0,38500.0,150.0,-98.1
462,-59500.0,38500.0,150.0,-93.8
463,-58500.0,38500.0,150.0,-97.1
464,-57500.0,38500.0,150.0,-96.1
465,-56500.0,38500.0,150.0,-95.1
466,-55500.0,38500.0,150.0,-97.0
467,-54500.0,38500.0,150.0,-98.0
468,-53500.0,38500.0,150.0,-101.1
469,-52500.0,38500.0,150.0,-103.7
470,-51500.0,38500.0,150.0,-109.6
471,-47500.0,38500.0,150.0,-98.4
472,-46500.0,38500.0,150.0,-98.8
473,-45500.0,38500.0,150.0,-104.7
474,-35500.0,38500.0,150.0,-101.4
475,-29500.0,38500.0,150.0,-128.7
476,-26500.0,38500.0,150.0,-128.6
477,-79500.0,37500.0,150.0,-90.1
478,-78500.0,37500.0,150.0,-89.3
479,-77500.0,37500.0,150.0,-92.7
480,-61500.0,37500.0,150.0,-97.7
481,-60500.0,37500.0,150.0,-98.0
482,-59500.0,37500.0,150.0,-95.5
483,-58500.0,37500.0,150.0,-94.1
484,-57500.0,37500.0,150.0,-93.6
485,-56500.0,37500.0,150.0,-94.8
486,-55500.0,37500.0,150.0,-94.4
487,-54500.0,37500.0,150.0,-97.3
488,-53500.0,37500.0,150.0,-97.8
489,-52500.0,37500.0,150.0,-108.6
490,-51500.0,37500.0,150.0,-108.7
491,-47500.0,37500.0,150.0,-97.4
492,-46500.0,37500.0,150.0,-96.1
493,-45500.0,37500.0,150.0,-100.5
494,-39500.0,37500.0,150.0,-101.0
495,-36500.0,37500.0,150.0,-101.6
496,-27500.0,37500.0,150.0,-128.8
497,-79500.0,36500.0,150.0,-94.0
498,-78500.0,36500.0,150.0,-94.2
499,-77500.0,36500.0,150.0,-89.0
500,-76500.0,36500.0,150.0,-92.7
501,-60500.0,36500.0,150.0,-97.9
502,-59500.0,36500.0,150.0,-98.2
503,-58500.0,36500.0,150.0,-95.7
504,-57500.0,36500.0,150.0,-97.2
505,-56500.0,36500.0,150.0,-94.1
506,-55500.0,36500.0,150.0,-93.8
507,-54500.0,36500.0,150.0,-98.0
508,-53500.0,36500.0,150.0,-95.3
509,-52500.0,36500.0,150.0,-105.3
510,-51500.0,36500.0,150.0,-108.7
511,-50500.0,36500.0,150.0,-108.9
512,-47500.0,36500.0,150.0,-99.9
513,-46500.0,36500.0,150.0,-98.1
514,-45500.0,36500.0,150.0,-96.7
515,-37500.0,36500.0,150.0,-98.8
516,-36500.0,36500.0,150.0,-101.6
517,-34500.0,36500.0,150.0,-108.2
518,-26500.0,36500.0,150.0,-107.5
519,-79500.0,35500.0,150.0,-89.8
520,-78500.0,35500.0,150.0,-90.0
521,-77500.0,35500.0,150.0,-94.4
522,-76500.0,35500.0,150.0,-90.5
523,-75500.0,35500.0,150.0,-89.4
524,-60500.0,35500.0,150.0,-109.3
525,-59500.0,35500.0,150.0,-98.2
526,-58500.0,35500.0,150.0,-98.4
527,-57500.0,35500.0,150.0,-95.9
528,-56500.0,35500.0,150.0,-96.0
529,-55500.0,35500.0,150.0,-93.5
530,-54500.0,35500.0,150.0,-95.4
531,-53500.0,35500.0,150.0,-92.4
532,-52500.0,35500.0,150.0,-98.7
533,-50500.0,35500.0,150.0,-102.3
534,-47500.0,35500.0,150.0,-99.9
535,-46500.0,35500.0,150.0,-96.3
536,-45500.0,35500.0,150.0,-101.9
537,-44500.0,35500.0,150.0,-102.9
538,-38500.0,35500.0,150.0,-101.9
539,-37500.0,35500.0,150.0,-101.7
540,-26500.0,35500.0,150.0,-129.0
541,-25500.0,35500.0,150.0,-124.3
542,-79500.0,34500.0,150.0,-89.7
543,-78500.0,34500.0,150.0,-89.9
544,-77500.0,34500.0,150.0,-88.8
545,-76500.0,34500.0,150.0,-94.6
546,-75500.0,34500.0,150.0,-90.6
547,-74500.0,34500.0,150.0,-90.8
548,-73500.0,34500.0,150.0,-93.1
549,-59500.0,34500.0,150.0,-98.1
550,-58500.0,34500.0,150.0,-98.4
551,-57500.0,34500.0,150.0,-95.8
552,-56500.0,34500.0,150.0,-99.3
553,-55500.0,34500.0,150.0,-94.7
554,-54500.0,34500.0,150.0,-98.2
555,-53500.0,34500.0,150.0,-95.4
556,-52500.0,34500.0,150.0,-95.4
557,-51500.0,34500.0,150.0,-99.6
558,-50500.0,34500.0,150.0,-106.7
559,-49500.0,34500.0,150.0,-109.0
560,-46500.0,34500.0,150.0,-95.7
561,-45500.0,34500.0,150.0,-96.0
562,-44500.0,34500.0,150.0,-102.1
563,-38500.0,34500.0,150.0,-101.9
564,-26500.0,34500.0,150.0,-121.4
565,-25500.0,34500.0,150.0,-124.3
566,-79500.0,33500.0,150.0,-89.5
567,-78500.0,33500.0,150.0,-89.7
568,-77500.0,33500.0,150.0,-90.0
569,-76500.0,33500.0,150.0,-90.2
570,-75500.0,33500.0,150.0,-89.0
571,-74500.0,33500.0,150.0,-90.7
572,-73500.0,33500.0,150.0,-90.9
573,-58500.0,33500.0,150.0,-95.2
574,-57500.0,33500.0,150.0,-93.8
575,-56500.0,33500.0,150.0,-94.2
576,-55500.0,33500.0,150.0,-92.5
577,-54500.0,33500.0,150.0,-95.0
578,-53500.0,33500.0,150.0,-92.2
579,-52500.0,33500.0,150.0,-94.7
580,-51500.0,33500.0,150.0,-98.6
581,-49500.0,33500.0,150.0,-103.2
582,-48500.0,33500.0,150.0,-109.3
583,-47500.0,33500.0,150.0,-99.9
584,-46500.0,33500.0,150.0,-100.1
585,-45500.0,33500.0,150.0,-99.1
586,-44500.0,33500.0,150.0,-97.9
587,-38500.0,33500.0,150.0,-102.0
588,-27500.0,33500.0,150.0,-124.5
589,-26500.0,33500.0,150.0,-124.5
590,-79500.0,32500.0,150.0,-91.3
591,-78500.0,32500.0,150.0,-86.5
592,-77500.0,32500.0,150.0,-89.9
593,-76500.0,32500.0,150.0,-90.2
594,-75500.0,32500.0,150.0,-91.4
595,-74500.0,32500.0,150.0,-90.5
596,-73500.0,32500.0,150.0,-90.7
597,-72500.0,32500.0,150.0,-87.6
598,-71500.0,32500.0,150.0,-95.5
599,-57500.0,32500.0,150.0,-98.4
600,-56500.0,32500.0,150.0,-95.8
601,-55500.0,32500.0,150.0,-99.2
602,-54500.0,32500.0,150.0,-94.1
603,-53500.0,32500.0,150.0,-95.4
604,-52500.0,32500.0,150.0,-95.7
605,-51500.0,32500.0,150.0,-93.4
606,-50500.0,32500.0,150.0,-99.4
607,-49500.0,32500.0,150.0,-106.8
608,-48500.0,32500.0,150.0,-103.7
609,-47500.0,32500.0,150.0,-109.5
610,-46500.0,32500.0,150.0,-100.2
611,-45500.0,32500.0,150.0,-95.0
612,-44500.0,32500.0,150.0,-99.5
613,-43500.0,32500.0,150.0,-105.5
614,-42500.0,32500.0,150.0,-116.6
615,-39500.0,32500.0,150.0,-99.2
616,-38500.0,32500.0,150.0,-102.0
617,-30500.0,32500.0,150.0,-104.5
618,-27500.0,32500.0,150.0,-107.2
619,-79500.0,31500.0,150.0,-87.7
620,-78500.0,31500.0,150.0,-89.4
621,-77500.0,31500.0,150.0,-89.6
622,-76500.0,31500.0,150.0,-89.9
623,-75500.0,31500.0,150.0,-90.1
624,-74500.0,31500.0,150.0,-90.3
625,-73500.0,31500.0,150.0,-89.2
626,-72500.0,31500.0,150.0,-89.4
627,-71500.0,31500.0,150.0,-91.1
628,-70500.0,31500.0,150.0,-93.4
629,-56500.0,31500.0,150.0,-92.6
630,-54500.0,31500.0,150.0,-101.1
631,-53500.0,31500.0,150.0,-93.0
632,-52500.0,31500.0,150.0,-94.3
633,-51500.0,31500.0,150.0,-93.2
634,-50500.0,31500.0,150.0,-95.5
